id,title,presenters,primary_authors,co_authors,collaboration,mini_abstract,poster_link,video_link,all_links,abstract,track,category,abstract_url,poster_session
64,New Inclusive Cross Section Measurements from MINERvA,Amy Filkins,Amy Filkins,,MINERvA,MINERvA measured $\nu_\mu$ charged-current cross sections on CH in muon momentum variables.,https://indico.fnal.gov/event/19348/contributions/186327/attachments/129787/157609/AFilkins_2DInclusive_Neutrino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186327/attachments/129787/157610/AFilkins_2DInclusive_Neutrino2020_video.mp4,"https://indico.fnal.gov/event/19348/contributions/186327/attachments/129787/157609/AFilkins_2DInclusive_Neutrino2020.pdf,https://indico.fnal.gov/event/19348/contributions/186327/attachments/129787/157610/AFilkins_2DInclusive_Neutrino2020_video.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186327/contribution.pdf,4
65,Radon background model for Hyper-Kamiokande,Guillaume Pronost,Guillaume Pronost,,Hyper-Kamiokande,Radon BG model developement for Hyper-Kamiokande from Super-Kamiokande solar data,https://indico.fnal.gov/event/19348/contributions/186259/attachments/129376/156921/poster-Rn-Nu2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186259/attachments/129376/156921/poster-Rn-Nu2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186259/contribution.pdf,1
66,ZICOS – Neutrinoless double beta decay experiment using $^{96}$Zr with an organic liquid scintillator-,Yoshiuki Fukuda,Yoshiuki Fukuda,"Izumi Ogawa,Katsuki Hiraide,Shigetaka Moriyama,Takahiro Gunji",,New technique for BG reduction using Cherenkov light was developed for ZICOS scintillator experiment,https://indico.fnal.gov/event/19348/contributions/186499/attachments/129331/156855/poster-fukuda.pdf,NotFound,"https://indico.fnal.gov/event/19348/contributions/186499/attachments/129331/156855/poster-fukuda.pdf,https://indico.fnal.gov/event/19348/contributions/186499/attachments/129331/156856/video-fukuda.pptx",null,null,null,https://indico.fnal.gov/event/19348/contributions/186499/contribution.pdf,2
67,Cross section adjustment for 2p2h interactions in NOvA,Maria Casales,Maria Martinez-Casales,,NOvA,NOvA adjusts the Valencia MEC model with a new parametrization to improve MC-data agreement.,https://indico.fnal.gov/event/19348/contributions/186227/attachments/129847/157737/poster-xsec-tuning-neutrino-landscape-v2.pdf,https://indico.fnal.gov/event/19348/contributions/186227/attachments/129847/157931/video-poster-mcasales.mp4,"https://indico.fnal.gov/event/19348/contributions/186227/attachments/129847/157737/poster-xsec-tuning-neutrino-landscape-v2.pdf,https://indico.fnal.gov/event/19348/contributions/186227/attachments/129847/157931/video-poster-mcasales.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186227/contribution.pdf,3
75,Constraining Nuclear Structure Physics of Coherent Elastic Neutrino-Nucleus Scattering,Vishvas Pandey,Vishvas Pandey,"Natalie Jachowicz,Nils Van Dessel",,Constraining Nuclear Structure Physics of Coherent Elastic Neutrino-Nucleus Scattering,https://indico.fnal.gov/event/19348/contributions/186244/attachments/129453/157040/N75_Poster_Neutrino2020_VPandey.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186244/attachments/129453/157040/N75_Poster_Neutrino2020_VPandey.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186244/contribution.pdf,4
76,Production and performance of a custom-made  3-inch photomultiplier for JUNO,J. Pedro Ochoa,"J. Pedro Ochoa,Marco Grassi",,JUNO,3-inch PMTs contribute to enhance the physics performance of JUNO,None,None,,null,null,null,https://indico.fnal.gov/event/19348/contributions/186366/contribution.pdf,1
77,Millicharged Particles and Inelastic Dark Matter at the DUNE Near-Detector Complex,Yu-Dai Tsai,Yu-Dai Tsai,Patrick deNiverville,,"DUNE near-detector provides a powerful facility to search for dark particles, including MCP &amp; iDM.",https://indico.fnal.gov/event/19348/contributions/186363/attachments/129860/157758/Tsai_iDM_MCP.pdf,https://indico.fnal.gov/event/19348/contributions/186363/attachments/129860/157802/Tsai_iDM_MCP.mp4,"https://indico.fnal.gov/event/19348/contributions/186363/attachments/129860/157802/Tsai_iDM_MCP.mp4,https://indico.fnal.gov/event/19348/contributions/186363/attachments/129860/157758/Tsai_iDM_MCP.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186363/contribution.pdf,2
78,Improved Sterile Neutrino Constraints from the STEREO Experiment with 179 Days of Reactor-On Data,Stefan Schoppmann,Stefan Schoppmann,,STEREO,The STEREO experiment improves constraints on sterile neutrinos using its extended dataset.,https://indico.fnal.gov/event/19348/contributions/186330/attachments/129632/157329/Poster-2020-06-Neutrino-Chicago-Oscillation-Analysis_v3.pdf,https://indico.fnal.gov/event/19348/contributions/186330/attachments/129632/157593/Video-Stereo-Oscillation-Poster.mp4,"https://indico.fnal.gov/event/19348/contributions/186330/attachments/129632/157509/go,https://indico.fnal.gov/event/19348/contributions/186330/attachments/129632/157329/Poster-2020-06-Neutrino-Chicago-Oscillation-Analysis_v3.pdf,https://indico.fnal.gov/event/19348/contributions/186330/attachments/129632/157508/go,https://indico.fnal.gov/event/19348/contributions/186330/attachments/129632/157593/Video-Stereo-Oscillation-Poster.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186330/contribution.pdf,3
79,Effects of LBNF Neutrino Beam Focusing Uncertainties on DUNE Neutrino Fluxes,Pierce Weatherly,Pierce Weatherly,,DUNE,Impact of LBNF beam focusing uncertainties on neutrino fluxes at DUNE near and far detectors,https://indico.fnal.gov/event/19348/contributions/186488/attachments/129535/157166/neutrino20_poster_fin.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186488/attachments/129535/157166/neutrino20_poster_fin.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186488/contribution.pdf,4
80,Search for Beyond the Standard Model physics with LEGEND-1000,Ralph Massarczyk,Ralph Massarczyk,Reyco Henning,LEGEND,"We will present BSM results in germanium-based experiments, and the reach of the LEGEND experiment.",https://indico.fnal.gov/event/19348/contributions/186294/attachments/129365/156905/Neutrino2020Poster_v4.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186294/attachments/129365/156905/Neutrino2020Poster_v4.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186294/contribution.pdf,1
81,Atmospheric Neutrino Flux Below 100 MeV.,Morihiro Honda,Morihiro Honda,"Jie Chen,Jun Nishimura,Katsuaki Kasahara,Shoichi Nidorikawa,Takaaki Kajita",,Neutrino from the muon stopped in matter,https://indico.fnal.gov/event/19348/contributions/186271/attachments/129554/157237/Neutrino2020-poster-honda.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186271/attachments/129554/157237/Neutrino2020-poster-honda.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186271/contribution.pdf,2
82,Study on Neutrino Interaction Using T2K Beam at KamLAND,Seisho Abe,Seisho Abe,,KamLAND Collaboration,KamLAND is detecting and analyzing T2K neutrino events.,https://indico.fnal.gov/event/19348/contributions/186483/attachments/129693/157445/T2KamLAND_200527_Poster_v2.pdf,https://indico.fnal.gov/event/19348/contributions/186483/attachments/129693/157465/T2KamLAND_movie_v1.mp4,"https://indico.fnal.gov/event/19348/contributions/186483/attachments/129693/157445/T2KamLAND_200527_Poster_v2.pdf,https://indico.fnal.gov/event/19348/contributions/186483/attachments/129693/157465/T2KamLAND_movie_v1.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186483/contribution.pdf,3
83,Long-baseline neutrino oscillation results from NOvA in neutrino and antineutrino modes,Karl Warburton,"Karl Warburton,Liudmila Kolupaeva",,NOvA,"Sensitivities, parameter fits and event counts for NOvA’s 3-Flavor neutrino oscillation results",https://indico.fnal.gov/event/19348/contributions/186329/attachments/129803/157636/Warburton_Kolupaeva_NOvAResults.pdf,https://indico.fnal.gov/event/19348/contributions/186329/attachments/129803/157635/nova_poster_talk.mp4,"https://indico.fnal.gov/event/19348/contributions/186329/attachments/129803/157635/nova_poster_talk.mp4,https://indico.fnal.gov/event/19348/contributions/186329/attachments/129803/157636/Warburton_Kolupaeva_NOvAResults.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186329/contribution.pdf,4
84,Background control for nEXO,Raymond Hei-Man Tsang,Raymond Hei-Man Tsang,,nEXO,Controlling radioactive backgrounds for nEXO,https://indico.fnal.gov/event/19348/contributions/186522/attachments/129431/157008/nu2020-nexo-bkgctrl-tsang.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186522/attachments/129431/157008/nu2020-nexo-bkgctrl-tsang.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186522/contribution.pdf,1
85,Search for astronomical neutrino from the Gamma-ray burst with Super-Kamiokande,Masayuki Harada,Masayuki Harada,,Super-Kamiokande Experiment,Search for neutrinos correlated with Gamma-ray bursts in Super-Kamiokande was carried out.,https://indico.fnal.gov/event/19348/contributions/186506/attachments/129494/157316/20200622Neutrino2020_ls.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186506/attachments/129494/157316/20200622Neutrino2020_ls.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186506/contribution.pdf,2
86,Diffuse Supernova Neutrino Background Detection at JUNO,Jie Cheng,Jie Cheng,,JUNO,"JUNO, DSNB, NC interaction of atmospheric neutrino in LS and pulse shape discrimination",https://indico.fnal.gov/event/19348/contributions/186490/attachments/129332/156857/neutrino2020dsnbposterv2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186490/attachments/129332/156857/neutrino2020dsnbposterv2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186490/contribution.pdf,3
87,Searching for sterile neutrinos and other beyond-SM physics at SBN,Guanqun Ge,Guanqun Ge,,SBN,SBN sensitivity assessment to search for light sterile neutrino oscillations,https://indico.fnal.gov/event/19348/contributions/186449/attachments/129927/157870/SBNfit_Nu2020.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186449/attachments/129927/157870/SBNfit_Nu2020.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186449/contribution.pdf,4
88,Seeing the Invisible: Benefits and Capabilities of MeV-Scale Reconstruction in Single-Phase LArTPCs,Ivan Lepetic,Ivan Lepetic,"Bryce Littlejohn,Whitmaur Castiglioni,William Foreman",,Why should we care about MeV-scale reconstruction in LArTPCs?,https://indico.fnal.gov/event/19348/contributions/186235/attachments/129778/157594/Neutrino2020_MeV.pdf,https://indico.fnal.gov/event/19348/contributions/186235/attachments/129778/157595/MeV_recording.mp4,"https://indico.fnal.gov/event/19348/contributions/186235/attachments/129778/157595/MeV_recording.mp4,https://indico.fnal.gov/event/19348/contributions/186235/attachments/129778/157594/Neutrino2020_MeV.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186235/contribution.pdf,1
89,Improved Limits on Millicharged Particles Using the ArgoNeuT Experiment at Fermilab,Ivan Lepetic,Ivan Lepetic,,ArgoNeuT,Searching for millicharged particles in ArgoNeuT,https://indico.fnal.gov/event/19348/contributions/186508/attachments/129782/157602/Neutrino2020_mQ.pdf,https://indico.fnal.gov/event/19348/contributions/186508/attachments/129782/157601/mQ_recording.mov,"https://indico.fnal.gov/event/19348/contributions/186508/attachments/129782/157601/mQ_recording.mov,https://indico.fnal.gov/event/19348/contributions/186508/attachments/129782/157602/Neutrino2020_mQ.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186508/contribution.pdf,2
90,Neutron beam test with 3D-projection scintillator tracker prototypes for long-baseline neutrino oscillation experiments,Guang Yang,Guang Yang,"Chang Kee Jung,Christopher Mauger,Etam Noah Messomo",LANL neutron beam test,Neutron detection at LANL with a scintillator prototype for long-baseline neutrino experiment,https://indico.fnal.gov/event/19348/contributions/186489/attachments/129516/157327/NEUTRINO2020_LANL_poster2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186489/attachments/129516/157327/NEUTRINO2020_LANL_poster2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186489/contribution.pdf,3
91,Constraining ``Dirt’’ Backgrounds for the MicroBooNE Single Photon Low Energy Excess Search,Keng Lin,Keng Lin,,MicroBooNE,Verifying modeling of events interacting outside but detected inside the MicroBooNE detector.,https://indico.fnal.gov/event/19348/contributions/186469/attachments/129730/158083/Keng_uBDirtConstraint.pdf,https://indico.fnal.gov/event/19348/contributions/186469/attachments/129730/158082/Keng_uBDirtConstraint_explain.mp4,"https://indico.fnal.gov/event/19348/contributions/186469/attachments/129730/158082/Keng_uBDirtConstraint_explain.mp4,https://indico.fnal.gov/event/19348/contributions/186469/attachments/129730/158083/Keng_uBDirtConstraint.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186469/contribution.pdf,4
92,Atomic Tritium for Neutrino Mass Measurement in Project 8,Alec Lindman,Alec Lindman,,Project 8,Project 8 is preparing to measure the $\nu$ mass with 40-meV sensitivity using atomic tritium.,https://indico.fnal.gov/event/19348/contributions/186305/attachments/129931/157939/Atomic_Neutrino_Poster_2020-06-15_v6.2.pdf,NotFound,https://indico.fnal.gov/event/19348/contributions/186305/attachments/129931/157939/Atomic_Neutrino_Poster_2020-06-15_v6.2.pdf,null,null,null,https://indico.fnal.gov/event/19348/contributions/186305/contribution.pdf,1
93,Counting analysis of Borexino Phase-III data for the detection of CNO solar neutrinos,Riccardo Biondi,Riccardo Biondi,,Borexino Collaboration,CNO interaction rate in the Borexino detector from counting analysis,https://indico.fnal.gov/event/19348/contributions/186498/attachments/129734/157653/Poster_Borexino_CNO_Counting.pdf,https://indico.fnal.gov/event/19348/contributions/186498/attachments/129734/157515/Borexino_CNO_Counting_Analysis.mp4,"https://indico.fnal.gov/event/19348/contributions/186498/attachments/129734/157515/Borexino_CNO_Counting_Analysis.mp4,https://indico.fnal.gov/event/19348/contributions/186498/attachments/129734/157653/Poster_Borexino_CNO_Counting.pdf",null,null,null,https://indico.fnal.gov/event/19348/contributions/186498/contribution.pdf,2
94,SANDD: A directional antineutrino detector with segmented 6Li-doped pulse-shape-sensitive plastic scintillator,Felicia Sutanto,Felicia Sutanto,"Andrew Mabe,Edward Reedy,Igor Jovanovic,Jason Brodsky,Mark Duvall,Michael Mendenhall,Nathaniel Bowden,Oluwatomi Akindele,Steven Dazeley,Timothy Classen,Viacheslav Li,Xianyi Zhang",SANDD,A directional antineutrino detector is characterized and its performance is predicted via simulation,https://indico.fnal.gov/event/19348/contributions/186359/attachments/129493/157099/neutrinos_SANDD_2020_sutanto.pdf,https://indico.fnal.gov/event/19348/contributions/186359/attachments/129493/157100/sandd_neutrino2020_v1.mp4,"https://indico.fnal.gov/event/19348/contributions/186359/attachments/129493/157099/neutrinos_SANDD_2020_sutanto.pdf,https://indico.fnal.gov/event/19348/contributions/186359/attachments/129493/157100/sandd_neutrino2020_v1.mp4",null,null,null,https://indico.fnal.gov/event/19348/contributions/186359/contribution.pdf,3
